dbname	url	slice
dewiki	https://de.wikipedia.org	s5.labsdb
tkwiki	https://tk.wikipedia.org	s3.labsdb
glwiktionary	https://gl.wiktionary.org	s3.labsdb
wikimania2009wiki	https://wikimania2009.wikimedia.org	s3.labsdb
lawiki	https://la.wikipedia.org	s3.labsdb
szlwiki	https://szl.wikipedia.org	s3.labsdb
mgwikibooks	https://mg.wikibooks.org	s3.labsdb
enwiktionary	https://en.wiktionary.org	s2.labsdb
ukwikibooks	https://uk.wikibooks.org	s3.labsdb
rowikinews	https://ro.wikinews.org	s3.labsdb
frwikiversity	https://fr.wikiversity.org	s3.labsdb
ugwiktionary	https://ug.wiktionary.org	s3.labsdb
svwikisource	https://sv.wikisource.org	s3.labsdb
kawiki	https://ka.wikipedia.org	s3.labsdb
fiwikiquote	https://fi.wikiquote.org	s3.labsdb
kuwiki	https://ku.wikipedia.org	s3.labsdb
dewikivoyage	https://de.wikivoyage.org	s3.labsdb
skwiktionary	https://sk.wiktionary.org	s3.labsdb
snwiktionary	https://sn.wiktionary.org	s3.labsdb
lrcwiki	https://lrc.wikipedia.org	s3.labsdb
rowikisource	https://ro.wikisource.org	s3.labsdb
guwiki	https://gu.wikipedia.org	s3.labsdb
hawiktionary	https://ha.wiktionary.org	s3.labsdb
tnwiktionary	https://tn.wiktionary.org	s3.labsdb
arzwiki	https://arz.wikipedia.org	s3.labsdb
tgwikibooks	https://tg.wikibooks.org	s3.labsdb
gnwiki	https://gn.wikipedia.org	s3.labsdb
amwiki	https://am.wikipedia.org	s3.labsdb
nlwikinews	https://nl.wikinews.org	s3.labsdb
nahwikibooks	https://nah.wikibooks.org	s3.labsdb
towiki	https://to.wikipedia.org	s3.labsdb
eowikiquote	https://eo.wikiquote.org	s3.labsdb
eswiki	https://es.wikipedia.org	s7.labsdb
suwikiquote	https://su.wikiquote.org	s3.labsdb
papwiki	https://pap.wikipedia.org	s3.labsdb
bowiktionary	https://bo.wiktionary.org	s3.labsdb
itwikibooks	https://it.wikibooks.org	s3.labsdb
amwiktionary	https://am.wiktionary.org	s3.labsdb
rnwiki	https://rn.wikipedia.org	s3.labsdb
viwikisource	https://vi.wikisource.org	s3.labsdb
bclwiki	https://bcl.wikipedia.org	s3.labsdb
huwikiquote	https://hu.wikiquote.org	s3.labsdb
kkwikibooks	https://kk.wikibooks.org	s3.labsdb
usabilitywiki	https://usability.wikimedia.org	s3.labsdb
lowiki	https://lo.wikipedia.org	s3.labsdb
fawikinews	https://fa.wikinews.org	s3.labsdb
cswikiquote	https://cs.wikiquote.org	s3.labsdb
lowiktionary	https://lo.wiktionary.org	s3.labsdb
bmwiki	https://bm.wikipedia.org	s3.labsdb
sewikimedia	https://se.wikimedia.org	s3.labsdb
mlwiki	https://ml.wikipedia.org	s3.labsdb
eswikisource	https://es.wikisource.org	s3.labsdb
arwikiversity	https://ar.wikiversity.org	s3.labsdb
swwiktionary	https://sw.wiktionary.org	s3.labsdb
ttwikiquote	https://tt.wikiquote.org	s3.labsdb
frwikisource	https://fr.wikisource.org	s3.labsdb
fawikiquote	https://fa.wikiquote.org	s3.labsdb
lbwikibooks	https://lb.wikibooks.org	s3.labsdb
lawiktionary	https://la.wiktionary.org	s3.labsdb
gnwiktionary	https://gn.wiktionary.org	s3.labsdb
kbdwiki	https://kbd.wikipedia.org	s3.labsdb
wikimania2016wiki	https://wikimania2016.wikimedia.org	s3.labsdb
zuwikibooks	https://zu.wikibooks.org	s3.labsdb
fawiki	https://fa.wikipedia.org	s7.labsdb
nowikisource	https://no.wikisource.org	s3.labsdb
mswikibooks	https://ms.wikibooks.org	s3.labsdb
huwikisource	https://hu.wikisource.org	s3.labsdb
test2wiki	https://test2.wikipedia.org	s3.labsdb
krwiki	https://kr.wikipedia.org	s3.labsdb
arcwiki	https://arc.wikipedia.org	s3.labsdb
srwiki	https://sr.wikipedia.org	s3.labsdb
cowikiquote	https://co.wikiquote.org	s3.labsdb
slwiki	https://sl.wikipedia.org	s3.labsdb
scowiki	https://sco.wikipedia.org	s3.labsdb
mtwiktionary	https://mt.wiktionary.org	s3.labsdb
vecwiki	https://vec.wikipedia.org	s3.labsdb
glwikisource	https://gl.wikisource.org	s3.labsdb
elwikibooks	https://el.wikibooks.org	s3.labsdb
fiwikiversity	https://fi.wikiversity.org	s3.labsdb
elwikiquote	https://el.wikiquote.org	s3.labsdb
hrwiki	https://hr.wikipedia.org	s3.labsdb
kwwiktionary	https://kw.wiktionary.org	s3.labsdb
enwikinews	https://en.wikinews.org	s3.labsdb
jawikisource	https://ja.wikisource.org	s3.labsdb
testwiki	https://test.wikipedia.org	s3.labsdb
jawiki	https://ja.wikipedia.org	s6.labsdb
simplewiki	https://simple.wikipedia.org	s3.labsdb
nsowiki	https://nso.wikipedia.org	s3.labsdb
tlwiki	https://tl.wikipedia.org	s3.labsdb
itwiki	https://it.wikipedia.org	s2.labsdb
lawikisource	https://la.wikisource.org	s3.labsdb
tawikinews	https://ta.wikinews.org	s3.labsdb
kkwikiquote	https://kk.wikiquote.org	s3.labsdb
plwikibooks	https://pl.wikibooks.org	s3.labsdb
nowikiquote	https://no.wikiquote.org	s3.labsdb
glwikiquote	https://gl.wikiquote.org	s3.labsdb
siwiki	https://si.wikipedia.org	s3.labsdb
hewikiquote	https://he.wikiquote.org	s3.labsdb
mkwiktionary	https://mk.wiktionary.org	s3.labsdb
pdcwiki	https://pdc.wikipedia.org	s3.labsdb
chywiki	https://chy.wikipedia.org	s3.labsdb
minwiki	https://min.wikipedia.org	s3.labsdb
cawikibooks	https://ca.wikibooks.org	s3.labsdb
trwikiquote	https://tr.wikiquote.org	s3.labsdb
kswikiquote	https://ks.wikiquote.org	s3.labsdb
tgwiktionary	https://tg.wiktionary.org	s3.labsdb
plwikinews	https://pl.wikinews.org	s3.labsdb
thwiktionary	https://th.wiktionary.org	s3.labsdb
zuwiki	https://zu.wikipedia.org	s3.labsdb
wawikibooks	https://wa.wikibooks.org	s3.labsdb
tewiktionary	https://te.wiktionary.org	s3.labsdb
smwiktionary	https://sm.wiktionary.org	s3.labsdb
ruwiki	https://ru.wikipedia.org	s6.labsdb
ilowiki	https://ilo.wikipedia.org	s3.labsdb
crwikiquote	https://cr.wikiquote.org	s3.labsdb
zawikibooks	https://za.wikibooks.org	s3.labsdb
pa_uswikimedia	https://pa-us.wikimedia.org	s3.labsdb
orwiktionary	https://or.wiktionary.org	s3.labsdb
wikimania2007wiki	https://wikimania2007.wikimedia.org	s3.labsdb
bgwikisource	https://bg.wikisource.org	s3.labsdb
ruwikisource	https://ru.wikisource.org	s3.labsdb
liwiki	https://li.wikipedia.org	s3.labsdb
nawikibooks	https://na.wikibooks.org	s3.labsdb
kiwiki	https://ki.wikipedia.org	s3.labsdb
chwiki	https://ch.wikipedia.org	s3.labsdb
ruwikiquote	https://ru.wikiquote.org	s3.labsdb
hawwiki	https://haw.wikipedia.org	s3.labsdb
hiwikibooks	https://hi.wikibooks.org	s3.labsdb
pflwiki	https://pfl.wikipedia.org	s3.labsdb
snwiki	https://sn.wikipedia.org	s3.labsdb
bawikibooks	https://ba.wikibooks.org	s3.labsdb
vecwiktionary	https://vec.wiktionary.org	s3.labsdb
hewikinews	https://he.wikinews.org	s3.labsdb
incubatorwiki	https://incubator.wikimedia.org	s3.labsdb
viwikibooks	https://vi.wikibooks.org	s3.labsdb
smwiki	https://sm.wikipedia.org	s3.labsdb
aawiki	https://aa.wikipedia.org	s3.labsdb
mhwiktionary	https://mh.wiktionary.org	s3.labsdb
stwiktionary	https://st.wiktionary.org	s3.labsdb
zhwikivoyage	https://zh.wikivoyage.org	s3.labsdb
cowiki	https://co.wikipedia.org	s3.labsdb
csbwiktionary	https://csb.wiktionary.org	s3.labsdb
elwikivoyage	https://el.wikivoyage.org	s3.labsdb
zeawiki	https://zea.wikipedia.org	s3.labsdb
vlswiki	https://vls.wikipedia.org	s3.labsdb
plwikisource	https://pl.wikisource.org	s3.labsdb
nowikimedia	https://no.wikimedia.org	s3.labsdb
nlwikiquote	https://nl.wikiquote.org	s3.labsdb
jawiktionary	https://ja.wiktionary.org	s3.labsdb
dzwiki	https://dz.wikipedia.org	s3.labsdb
svwikiquote	https://sv.wikiquote.org	s3.labsdb
bxrwiki	https://bxr.wikipedia.org	s3.labsdb
nowikibooks	https://no.wikibooks.org	s3.labsdb
iswikibooks	https://is.wikibooks.org	s3.labsdb
outreachwiki	https://outreach.wikimedia.org	s3.labsdb
trwiktionary	https://tr.wiktionary.org	s3.labsdb
astwikibooks	https://ast.wikibooks.org	s3.labsdb
sawiki	https://sa.wikipedia.org	s3.labsdb
rowikiquote	https://ro.wikiquote.org	s3.labsdb
sawiktionary	https://sa.wiktionary.org	s3.labsdb
uawikimedia	https://ua.wikimedia.org	s3.labsdb
itwikiquote	https://it.wikiquote.org	s3.labsdb
tumwiki	https://tum.wikipedia.org	s3.labsdb
tawiktionary	https://ta.wiktionary.org	s3.labsdb
ukwikisource	https://uk.wikisource.org	s3.labsdb
kowikibooks	https://ko.wikibooks.org	s3.labsdb
lijwiki	https://lij.wikipedia.org	s3.labsdb
quwikiquote	https://qu.wikiquote.org	s3.labsdb
zawiktionary	https://za.wiktionary.org	s3.labsdb
brwikiquote	https://br.wikiquote.org	s3.labsdb
liwikibooks	https://li.wikibooks.org	s3.labsdb
zh_min_nanwikiquote	https://zh-min-nan.wikiquote.org	s3.labsdb
bowikibooks	https://bo.wikibooks.org	s3.labsdb
simplewikibooks	https://simple.wikibooks.org	s3.labsdb
slwikiquote	https://sl.wikiquote.org	s3.labsdb
pntwiki	https://pnt.wikipedia.org	s3.labsdb
kabwiki	https://kab.wikipedia.org	s3.labsdb
ocwikibooks	https://oc.wikibooks.org	s3.labsdb
pawikibooks	https://pa.wikibooks.org	s3.labsdb
bnwikisource	https://bn.wikisource.org	s3.labsdb
ruwikinews	https://ru.wikinews.org	s3.labsdb
kywikiquote	https://ky.wikiquote.org	s3.labsdb
gotwikibooks	https://got.wikibooks.org	s3.labsdb
wikidatawiki	https://www.wikidata.org	s5.labsdb
astwiki	https://ast.wikipedia.org	s3.labsdb
quwiktionary	https://qu.wiktionary.org	s3.labsdb
rmwiki	https://rm.wikipedia.org	s3.labsdb
dkwikimedia	https://dk.wikimedia.org	s3.labsdb
emlwiki	https://eml.wikipedia.org	s3.labsdb
lawikiquote	https://la.wikiquote.org	s3.labsdb
scwiktionary	https://sc.wiktionary.org	s3.labsdb
frrwiki	https://frr.wikipedia.org	s3.labsdb
cawikimedia	https://ca.wikimedia.org	s3.labsdb
hakwiki	https://hak.wikipedia.org	s3.labsdb
jawikinews	https://ja.wikinews.org	s3.labsdb
warwiki	https://war.wikipedia.org	s3.labsdb
kawiktionary	https://ka.wiktionary.org	s3.labsdb
vowiktionary	https://vo.wiktionary.org	s3.labsdb
eswikivoyage	https://es.wikivoyage.org	s3.labsdb
anwiktionary	https://an.wiktionary.org	s3.labsdb
wikimania2006wiki	https://wikimania2006.wikimedia.org	s3.labsdb
jvwiktionary	https://jv.wiktionary.org	s3.labsdb
hawiki	https://ha.wikipedia.org	s3.labsdb
towiktionary	https://to.wiktionary.org	s3.labsdb
lbwiki	https://lb.wikipedia.org	s3.labsdb
viwikivoyage	https://vi.wikivoyage.org	s3.labsdb
ptwikisource	https://pt.wikisource.org	s3.labsdb
iawiktionary	https://ia.wiktionary.org	s3.labsdb
ltwiktionary	https://lt.wiktionary.org	s3.labsdb
idwikibooks	https://id.wikibooks.org	s3.labsdb
ganwiki	https://gan.wikipedia.org	s3.labsdb
itwikisource	https://it.wikisource.org	s3.labsdb
zawikiquote	https://za.wikiquote.org	s3.labsdb
mswiktionary	https://ms.wiktionary.org	s3.labsdb
scwiki	https://sc.wikipedia.org	s3.labsdb
uzwikibooks	https://uz.wikibooks.org	s3.labsdb
vepwiki	https://vep.wikipedia.org	s3.labsdb
chowiki	https://cho.wikipedia.org	s3.labsdb
kowikiversity	https://ko.wikiversity.org	s3.labsdb
ptwikinews	https://pt.wikinews.org	s3.labsdb
kmwikibooks	https://km.wikibooks.org	s3.labsdb
svwiki	https://sv.wikipedia.org	s2.labsdb
bswikinews	https://bs.wikinews.org	s3.labsdb
sqwiki	https://sq.wikipedia.org	s3.labsdb
lbwikiquote	https://lb.wikiquote.org	s3.labsdb
fiu_vrowiki	https://fiu-vro.wikipedia.org	s3.labsdb
wikimania2015wiki	https://wikimania2015.wikimedia.org	s3.labsdb
mediawikiwiki	https://www.mediawiki.org	s3.labsdb
ndswikibooks	https://nds.wikibooks.org	s3.labsdb
sgwiki	https://sg.wikipedia.org	s3.labsdb
gawikiquote	https://ga.wikiquote.org	s3.labsdb
gawiktionary	https://ga.wiktionary.org	s3.labsdb
cewiki	https://ce.wikipedia.org	s3.labsdb
akwiki	https://ak.wikipedia.org	s3.labsdb
kowiktionary	https://ko.wiktionary.org	s3.labsdb
dawiktionary	https://da.wiktionary.org	s3.labsdb
mkwikibooks	https://mk.wikibooks.org	s3.labsdb
chwiktionary	https://ch.wiktionary.org	s3.labsdb
tswiktionary	https://ts.wiktionary.org	s3.labsdb
miwikibooks	https://mi.wikibooks.org	s3.labsdb
muswiki	https://mus.wikipedia.org	s3.labsdb
chrwiktionary	https://chr.wiktionary.org	s3.labsdb
dewiktionary	https://de.wiktionary.org	s3.labsdb
urwikibooks	https://ur.wikibooks.org	s3.labsdb
howiki	https://ho.wikipedia.org	s3.labsdb
hewikivoyage	https://he.wikivoyage.org	s3.labsdb
nlwiktionary	https://nl.wiktionary.org	s3.labsdb
wikimania2008wiki	https://wikimania2008.wikimedia.org	s3.labsdb
lbwiktionary	https://lb.wiktionary.org	s3.labsdb
iuwiktionary	https://iu.wiktionary.org	s3.labsdb
elwikisource	https://el.wikisource.org	s3.labsdb
rowiktionary	https://ro.wiktionary.org	s3.labsdb
rowikibooks	https://ro.wikibooks.org	s3.labsdb
nostalgiawiki	https://nostalgia.wikipedia.org	s3.labsdb
fiwikibooks	https://fi.wikibooks.org	s3.labsdb
dzwiktionary	https://dz.wiktionary.org	s3.labsdb
ukwikiquote	https://uk.wikiquote.org	s3.labsdb
yiwiki	https://yi.wikipedia.org	s3.labsdb
bgwikiquote	https://bg.wikiquote.org	s3.labsdb
ltwikibooks	https://lt.wikibooks.org	s3.labsdb
zh_classicalwiki	https://zh-classical.wikipedia.org	s3.labsdb
hsbwiktionary	https://hsb.wiktionary.org	s3.labsdb
ocwiki	https://oc.wikipedia.org	s3.labsdb
xhwikibooks	https://xh.wikibooks.org	s3.labsdb
acewiki	https://ace.wikipedia.org	s3.labsdb
uzwikiquote	https://uz.wikiquote.org	s3.labsdb
scnwiki	https://scn.wikipedia.org	s3.labsdb
aawikibooks	https://aa.wikibooks.org	s3.labsdb
afwikibooks	https://af.wikibooks.org	s3.labsdb
ptwiktionary	https://pt.wiktionary.org	s3.labsdb
iswikiquote	https://is.wikiquote.org	s3.labsdb
wikimania2010wiki	https://wikimania2010.wikimedia.org	s3.labsdb
cowikibooks	https://co.wikibooks.org	s3.labsdb
miwiki	https://mi.wikipedia.org	s3.labsdb
kwwikiquote	https://kw.wikiquote.org	s3.labsdb
mnwikibooks	https://mn.wikibooks.org	s3.labsdb
gvwiktionary	https://gv.wiktionary.org	s3.labsdb
amwikiquote	https://am.wikiquote.org	s3.labsdb
svwikibooks	https://sv.wikibooks.org	s3.labsdb
frwiktionary	https://fr.wiktionary.org	s7.labsdb
guwiktionary	https://gu.wiktionary.org	s3.labsdb
ffwiki	https://ff.wikipedia.org	s3.labsdb
thwikinews	https://th.wikinews.org	s3.labsdb
eswikiversity	https://es.wikiversity.org	s3.labsdb
aywikibooks	https://ay.wikibooks.org	s3.labsdb
loginwiki	https://login.wikimedia.org	s3.labsdb
cvwikibooks	https://cv.wikibooks.org	s3.labsdb
zh_min_nanwiki	https://zh-min-nan.wikipedia.org	s3.labsdb
biwikibooks	https://bi.wikibooks.org	s3.labsdb
wawiktionary	https://wa.wiktionary.org	s3.labsdb
biwiktionary	https://bi.wiktionary.org	s3.labsdb
azwikiquote	https://az.wikiquote.org	s3.labsdb
viwiktionary	https://vi.wiktionary.org	s3.labsdb
frwikibooks	https://fr.wikibooks.org	s3.labsdb
bowiki	https://bo.wikipedia.org	s3.labsdb
ptwikiquote	https://pt.wikiquote.org	s3.labsdb
twwiktionary	https://tw.wiktionary.org	s3.labsdb
uzwiki	https://uz.wikipedia.org	s3.labsdb
itwikinews	https://it.wikinews.org	s3.labsdb
zhwikibooks	https://zh.wikibooks.org	s3.labsdb
nlwikibooks	https://nl.wikibooks.org	s3.labsdb
newiktionary	https://ne.wiktionary.org	s3.labsdb
wowiki	https://wo.wikipedia.org	s3.labsdb
koiwiki	https://koi.wikipedia.org	s3.labsdb
zhwiki	https://zh.wikipedia.org	s2.labsdb
aawiktionary	https://aa.wiktionary.org	s3.labsdb
trwikisource	https://tr.wikisource.org	s3.labsdb
huwikibooks	https://hu.wikibooks.org	s3.labsdb
mlwikibooks	https://ml.wikibooks.org	s3.labsdb
mgwiki	https://mg.wikipedia.org	s3.labsdb
cswiki	https://cs.wikipedia.org	s2.labsdb
sdwikinews	https://sd.wikinews.org	s3.labsdb
bmwikiquote	https://bm.wikiquote.org	s3.labsdb
sswiki	https://ss.wikipedia.org	s3.labsdb
itwikiversity	https://it.wikiversity.org	s3.labsdb
rmywiki	https://rmy.wikipedia.org	s3.labsdb
ltwiki	https://lt.wikipedia.org	s3.labsdb
ugwiki	https://ug.wikipedia.org	s3.labsdb
fiwikinews	https://fi.wikinews.org	s3.labsdb
zh_min_nanwiktionary	https://zh-min-nan.wiktionary.org	s3.labsdb
ttwikibooks	https://tt.wikibooks.org	s3.labsdb
vowiki	https://vo.wikipedia.org	s3.labsdb
nawiki	https://na.wikipedia.org	s3.labsdb
gdwiki	https://gd.wikipedia.org	s3.labsdb
bswiki	https://bs.wikipedia.org	s3.labsdb
afwiki	https://af.wikipedia.org	s3.labsdb
bhwiki	https://bh.wikipedia.org	s3.labsdb
csbwiki	https://csb.wikipedia.org	s3.labsdb
etwikimedia	https://ee.wikimedia.org	s3.labsdb
glwiki	https://gl.wikipedia.org	s3.labsdb
ocwiktionary	https://oc.wiktionary.org	s3.labsdb
ikwiktionary	https://ik.wiktionary.org	s3.labsdb
mhwiki	https://mh.wikipedia.org	s3.labsdb
qualitywiki	https://quality.wikimedia.org	s3.labsdb
donatewiki	https://donate.wikimedia.org	s3.labsdb
tyvwiki	https://tyv.wikipedia.org	s3.labsdb
ngwiki	https://ng.wikipedia.org	s3.labsdb
krcwiki	https://krc.wikipedia.org	s3.labsdb
elwikinews	https://el.wikinews.org	s3.labsdb
xhwiki	https://xh.wikipedia.org	s3.labsdb
udmwiki	https://udm.wikipedia.org	s3.labsdb
cswikisource	https://cs.wikisource.org	s3.labsdb
urwikiquote	https://ur.wikiquote.org	s3.labsdb
iswikisource	https://is.wikisource.org	s3.labsdb
hifwiki	https://hif.wikipedia.org	s3.labsdb
plwikivoyage	https://pl.wikivoyage.org	s3.labsdb
eswikinews	https://es.wikinews.org	s3.labsdb
cnwikimedia	https://cn.wikimedia.org	s3.labsdb
stqwiki	https://stq.wikipedia.org	s3.labsdb
newwiki	https://new.wikipedia.org	s3.labsdb
brwiki	https://br.wikipedia.org	s3.labsdb
knwiki	https://kn.wikipedia.org	s3.labsdb
jvwiki	https://jv.wikipedia.org	s3.labsdb
piwiktionary	https://pi.wiktionary.org	s3.labsdb
slwiktionary	https://sl.wiktionary.org	s3.labsdb
mxwikimedia	https://mx.wikimedia.org	s3.labsdb
lbewiki	https://lbe.wikipedia.org	s3.labsdb
kjwiki	https://kj.wikipedia.org	s3.labsdb
mnwiki	https://mn.wikipedia.org	s3.labsdb
fjwiki	https://fj.wikipedia.org	s3.labsdb
hewikibooks	https://he.wikibooks.org	s3.labsdb
zh_min_nanwikisource	https://zh-min-nan.wikisource.org	s3.labsdb
enwikiquote	https://en.wikiquote.org	s2.labsdb
zawiki	https://za.wikipedia.org	s3.labsdb
xalwiki	https://xal.wikipedia.org	s3.labsdb
fowikisource	https://fo.wikisource.org	s3.labsdb
fiwikimedia	https://fi.wikimedia.org	s3.labsdb
tewikibooks	https://te.wikibooks.org	s3.labsdb
huwiki	https://hu.wikipedia.org	s7.labsdb
dawikisource	https://da.wikisource.org	s3.labsdb
bewikimedia	https://be.wikimedia.org	s3.labsdb
jawikiquote	https://ja.wikiquote.org	s3.labsdb
bswiktionary	https://bs.wiktionary.org	s3.labsdb
svwikiversity	https://sv.wikiversity.org	s3.labsdb
hywikiquote	https://hy.wikiquote.org	s3.labsdb
pmswiki	https://pms.wikipedia.org	s3.labsdb
mlwikisource	https://ml.wikisource.org	s3.labsdb
tawiki	https://ta.wikipedia.org	s3.labsdb
tawikibooks	https://ta.wikibooks.org	s3.labsdb
itwikivoyage	https://it.wikivoyage.org	s3.labsdb
hzwiki	https://hz.wikipedia.org	s3.labsdb
cowiktionary	https://co.wiktionary.org	s3.labsdb
liwikisource	https://li.wikisource.org	s3.labsdb
orwikisource	https://or.wikisource.org	s3.labsdb
chrwiki	https://chr.wikipedia.org	s3.labsdb
fywikibooks	https://fy.wikibooks.org	s3.labsdb
roa_rupwiki	https://roa-rup.wikipedia.org	s3.labsdb
alswikiquote	https://als.wikiquote.org	s3.labsdb
ugwikibooks	https://ug.wikibooks.org	s3.labsdb
sourceswiki	https://wikisource.org	s3.labsdb
foundationwiki	https://wikimediafoundation.org	s3.labsdb
ptwikibooks	https://pt.wikibooks.org	s3.labsdb
sgwiktionary	https://sg.wiktionary.org	s3.labsdb
nycwikimedia	https://nyc.wikimedia.org	s3.labsdb
brwikimedia	https://br.wikimedia.org	s3.labsdb
cywiki	https://cy.wikipedia.org	s3.labsdb
aswikibooks	https://as.wikibooks.org	s3.labsdb
sahwiki	https://sah.wikipedia.org	s3.labsdb
bgwiki	https://bg.wikipedia.org	s2.labsdb
sdwiktionary	https://sd.wiktionary.org	s3.labsdb
nywiki	https://ny.wikipedia.org	s3.labsdb
tywiki	https://ty.wikipedia.org	s3.labsdb
fawikisource	https://fa.wikisource.org	s3.labsdb
svwikinews	https://sv.wikinews.org	s3.labsdb
cawiki	https://ca.wikipedia.org	s7.labsdb
jbowiktionary	https://jbo.wiktionary.org	s3.labsdb
fowiktionary	https://fo.wiktionary.org	s3.labsdb
azwikibooks	https://az.wikibooks.org	s3.labsdb
iawiki	https://ia.wikipedia.org	s3.labsdb
gnwikibooks	https://gn.wikibooks.org	s3.labsdb
simplewikiquote	https://simple.wikiquote.org	s3.labsdb
rswikimedia	https://rs.wikimedia.org	s3.labsdb
mhrwiki	https://mhr.wikipedia.org	s3.labsdb
roa_tarawiki	https://roa-tara.wikipedia.org	s3.labsdb
elwiki	https://el.wikipedia.org	s3.labsdb
dawiki	https://da.wikipedia.org	s3.labsdb
sqwikinews	https://sq.wikinews.org	s3.labsdb
sawikiquote	https://sa.wikiquote.org	s3.labsdb
cawikinews	https://ca.wikinews.org	s3.labsdb
etwikibooks	https://et.wikibooks.org	s3.labsdb
cowikimedia	https://co.wikimedia.org	s3.labsdb
tewikisource	https://te.wikisource.org	s3.labsdb
rwwiki	https://rw.wikipedia.org	s3.labsdb
skwikibooks	https://sk.wikibooks.org	s3.labsdb
cdowiki	https://cdo.wikipedia.org	s3.labsdb
cuwiki	https://cu.wikipedia.org	s3.labsdb
omwiktionary	https://om.wiktionary.org	s3.labsdb
glkwiki	https://glk.wikipedia.org	s3.labsdb
ndswiki	https://nds.wikipedia.org	s3.labsdb
iswiki	https://is.wikipedia.org	s3.labsdb
adywiki	NULL	s3.labsdb
jamwiki	NULL	s3.labsdb
